,company_permalink,funding_round_type,raised_amount_usd,category_list,status,country_code,English Langauge
25656,pertino,venture,8.85,Cloud Infrastructure|Cloud Security|Enterprise Software|Mobile Infrastructure|Mobile Security|Networking|Network Security,operating,USA,Yes
25657,pertrac-financial-solutions,venture,63.0,Analytics|Career Management|Finance|Hedge Funds|Risk Management,acquired,USA,Yes
25658,pervacio,venture,3.686169,Software,operating,USA,Yes
25659,pervasis-therapeutics,venture,12.4,Biotechnology,closed,USA,Yes
25660,pervasis-therapeutics,venture,9.75,Biotechnology,closed,USA,Yes
25661,pervasis-therapeutics,venture,17.38,Biotechnology,closed,USA,Yes
25662,pervasive-health,venture,1.4,Analytics|Big Data Analytics|Health and Insurance|Health Care|Health Care Information Technology|Hospitals|Pharmaceuticals,operating,USA,Yes
25663,pervasive-health,venture,18.0,Analytics|Big Data Analytics|Health and Insurance|Health Care|Health Care Information Technology|Hospitals|Pharmaceuticals,operating,USA,Yes
25664,pesco-beam-environmental-solutions,venture,8.0,Clean Technology,operating,USA,Yes
25665,pet-holdings-inc,venture,2.739591,News|Publishing|SaaS|Social Media,operating,USA,Yes
25666,pet-holdings-inc,venture,2.0,News|Publishing|SaaS|Social Media,operating,USA,Yes
25667,pet-holdings-inc,venture,30.0,News|Publishing|SaaS|Social Media,operating,USA,Yes
25668,pet-holdings-inc,venture,30.0,News|Publishing|SaaS|Social Media,operating,USA,Yes
25669,pet-holdings-inc,venture,5.0,News|Publishing|SaaS|Social Media,operating,USA,Yes
25670,pet-s-choice,venture,5.0,Hospitality,operating,USA,Yes
25671,pet360,venture,18.0,Pets,acquired,USA,Yes
25672,petasense,venture,1.834916,Wireless,operating,USA,Yes
25673,petbrosia,venture,0.45,E-Commerce|Pets,operating,USA,Yes
25674,petbrosia,venture,1.715001,E-Commerce|Pets,operating,USA,Yes
25675,petco,venture,4.351345,Pets|Retail,ipo,USA,Yes
25676,petcoach,venture,0.3,Health and Wellness|Pets|Veterinary,operating,USA,Yes
25677,petflow,venture,5.0,Pets,operating,USA,Yes
25678,petflow,venture,10.0,Pets,operating,USA,Yes
25679,pethub,venture,0.256071,QR Codes|Software,operating,USA,Yes
25680,pethub,venture,1.7,QR Codes|Software,operating,USA,Yes
25681,pethub,venture,0.3,QR Codes|Software,operating,USA,Yes
25682,petra-solar,venture,14.0,Clean Technology,closed,USA,Yes
25683,petra-solar,venture,39.999987,Clean Technology,closed,USA,Yes
25684,petravm,venture,4.5,Software,closed,USA,Yes
25685,petravm,venture,1.5,Software,closed,USA,Yes
25686,pets-com-2,venture,15.0,E-Commerce,operating,USA,Yes
25687,petsdx-veterinary-imaging,venture,0.126829,Pets,operating,USA,Yes
25688,pex-card,venture,0.904626,Mobile|Software,operating,USA,Yes
25689,pex-card,venture,0.8,Mobile|Software,operating,USA,Yes
25690,pex-card,venture,3.2,Mobile|Software,operating,USA,Yes
25691,pex-card,venture,0.8,Mobile|Software,operating,USA,Yes
25692,pf-management-services,venture,2.5,Software,operating,USA,Yes
25693,pfenex,venture,24.0,Biotechnology,ipo,USA,Yes
25694,pfi-acquisition,venture,1.011455,Software,operating,USA,Yes
25695,pfi-acquisition,venture,3.345127,Software,operating,USA,Yes
25696,pfsweb,venture,8.0,Business Services,ipo,USA,Yes
25697,pfwaterworks,venture,0.6,Manufacturing,operating,USA,Yes
25698,pga-tour-superstore,venture,9.0,Sports,operating,USA,Yes
25699,pgp-corporation,venture,27.3,Software,acquired,USA,Yes
25700,pgp-corporation,venture,14.0,Software,acquired,USA,Yes
25701,pgp-corporation,venture,10.0,Software,acquired,USA,Yes
25702,pgp-corporation,venture,0.2277,Software,acquired,USA,Yes
25703,pgp-corporation,venture,13.750012,Software,acquired,USA,Yes
25704,pgp-trustcenter,venture,8.5,Security,acquired,USA,Yes
25705,phagetech,venture,2.4,Medical Devices,operating,USA,Yes
25706,phanfare,venture,2.5,Curated Web|Photo Sharing,closed,USA,Yes
25707,phanfare,venture,2.0,Curated Web|Photo Sharing,closed,USA,Yes
25708,phantom-cyber,venture,6.5,Cyber Security|Enterprise Security|Information Security|Network Security,operating,USA,Yes
25709,phantomalert-com,venture,0.100061,Software,operating,USA,Yes
25710,pharmaca,venture,7.5,Biotechnology,operating,USA,Yes
25711,pharmaca,venture,6.138778,Biotechnology,operating,USA,Yes
25712,pharmaca,venture,6.555,Biotechnology,operating,USA,Yes
25713,pharmaco-kinesis,venture,1.2425,Delivery|Health Care|Medical Devices,operating,USA,Yes
25714,pharmacopeia,venture,7.63,Biotechnology,acquired,USA,Yes
25715,pharmacophotonics,venture,2.880756,Biotechnology|Health Diagnostics,operating,USA,Yes
25716,pharmacophotonics,venture,2.399233,Biotechnology|Health Diagnostics,operating,USA,Yes
25717,pharmain,venture,1.5,Biotechnology,operating,USA,Yes
25718,pharmajet,venture,9.141724,Biotechnology,operating,USA,Yes
25719,pharmajet,venture,2.798591,Biotechnology,operating,USA,Yes
25720,pharmajet,venture,5.210601,Biotechnology,operating,USA,Yes
25721,pharmajet,venture,3.354297,Biotechnology,operating,USA,Yes
25722,pharmajet,venture,4.223475,Biotechnology,operating,USA,Yes
25723,pharmakea-therapeutics,venture,10.0,Biotechnology,operating,USA,Yes
25724,pharmaron-holding,venture,40.0,Biotechnology,operating,USA,Yes
25725,pharmasecure,venture,3.9,Health Care Information Technology,operating,USA,Yes
25726,pharmasecure,venture,2.5,Health Care Information Technology,operating,USA,Yes
25727,pharmasecure,venture,0.553002,Health Care Information Technology,operating,USA,Yes
25728,pharmatrophix,venture,0.179936,Biotechnology,operating,USA,Yes
25729,pharmatrophix,venture,0.25,Biotechnology,operating,USA,Yes
25730,pharminex,venture,3.147857,Biotechnology,operating,USA,Yes
25731,pharminex,venture,4.134572,Biotechnology,operating,USA,Yes
25732,pharminex,venture,4.025,Biotechnology,operating,USA,Yes
25733,pharmion,venture,40.0,Pharmaceuticals,acquired,USA,Yes
25734,pharmmd,venture,8.8,Health and Wellness,operating,USA,Yes
25735,pharmright-corp,venture,1.6,Medical|Medication Adherence|Services,operating,USA,Yes
25736,pharmright-corp,venture,0.4,Medical|Medication Adherence|Services,operating,USA,Yes
25737,pharmright-corp,venture,0.9,Medical|Medication Adherence|Services,operating,USA,Yes
25738,pharos-innovations,venture,1.177,Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Medication Adherence|Mobile Health,operating,USA,Yes
25739,pharos-innovations,venture,3.338975,Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Medication Adherence|Mobile Health,operating,USA,Yes
25740,pharos-innovations,venture,0.86157,Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Medication Adherence|Mobile Health,operating,USA,Yes
25741,pharos-innovations,venture,0.647,Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Medication Adherence|Mobile Health,operating,USA,Yes
25742,phase-forward,venture,25.0,Clinical Trials|Software,acquired,USA,Yes
25743,phasebio-pharmaceuticals,venture,48.524067,Biotechnology,operating,USA,Yes
25744,phasebio-pharmaceuticals,venture,23.0,Biotechnology,operating,USA,Yes
25745,phasebio-pharmaceuticals,venture,6.6,Biotechnology,operating,USA,Yes
25746,phasebio-pharmaceuticals,venture,40.0,Biotechnology,operating,USA,Yes
25747,phasebio-pharmaceuticals,venture,25.0,Biotechnology,operating,USA,Yes
25748,phaserx,venture,0.302654,Biotechnology,operating,USA,Yes
25749,phaserx,venture,20.216583,Biotechnology,operating,USA,Yes
25750,phatnoise,venture,3.4,Automotive|Consumer Electronics|Digital Media,operating,USA,Yes
25751,phd-virtual-technologies,venture,2.0,Enterprise Software,acquired,USA,Yes
25752,pheed,venture,1.5,iOS|Mobile Commerce|Photo Sharing|Social Media,acquired,USA,Yes
25753,pheedo,venture,4.0,Advertising,operating,USA,Yes
25754,phenom-people,venture,6.0,Information Technology,operating,USA,Yes
25755,phenomix,venture,55.0,Biotechnology,closed,USA,Yes
25756,phenomix,venture,12.0,Biotechnology,closed,USA,Yes
25757,phenomix,venture,5.955935,Biotechnology,closed,USA,Yes
25758,phigenix-pharmaceutical,venture,3.722463,Pharmaceuticals,operating,USA,Yes
25759,phigenix-pharmaceutical,venture,0.8424,Pharmaceuticals,operating,USA,Yes
25760,phigital,venture,3.496096,Location Based Services|Mobile|Services,operating,USA,Yes
25761,phillips---temro-industries,venture,5.0,Design|Energy|Industrial,acquired,USA,Yes
25762,philo,venture,6.3,Curated Web|Television,operating,USA,Yes
25763,philo,venture,10.0,Curated Web|Television,operating,USA,Yes
25764,philo-media,venture,1.05,Software,operating,USA,Yes
25765,philz-coffee,venture,15.0,Coffee|E-Commerce,operating,USA,Yes
25766,philz-coffee,venture,15.0,Coffee|E-Commerce,operating,USA,Yes
25767,phishlabs,venture,7.0,Security|Software,operating,USA,Yes
25768,phishlabs,venture,1.2,Security|Software,operating,USA,Yes
25769,phishme,venture,2.5,Cyber Security|Enterprise Security|Enterprise Software|Information Security,operating,USA,Yes
25770,phishme,venture,13.0,Cyber Security|Enterprise Security|Enterprise Software|Information Security,operating,USA,Yes
25771,phizzle,venture,3.0,Sports,operating,USA,Yes
25772,phizzle,venture,4.9,Sports,operating,USA,Yes
25773,phloronol,venture,0.1,Biotechnology,operating,USA,Yes
25774,phloronol,venture,8.16,Biotechnology,operating,USA,Yes
25775,phluant,venture,1.5,Advertising|Analytics|Android|iPhone|Media|Mobile,operating,USA,Yes
25776,phoenix-biotechnology,venture,0.852,Biotechnology,operating,USA,Yes
25777,phoenix-biotechnology,venture,3.300664,Biotechnology,operating,USA,Yes
25778,phoenix-energy-technologies,venture,5.0,Software,operating,USA,Yes
25779,phoenix-technologies,venture,20.3,Software,acquired,USA,Yes
25780,phone-com,venture,0.4,Messaging|Mobile|VoIP,operating,USA,Yes
25781,phone-com,venture,2.0,Messaging|Mobile|VoIP,operating,USA,Yes
25782,phone-halo,venture,1.698,Android|Gps|Insurance|Internet of Things|iPhone|Mobile|Mobile Software Tools,operating,USA,Yes
25783,phone-halo,venture,8.7,Android|Gps|Insurance|Internet of Things|iPhone|Mobile|Mobile Software Tools,operating,USA,Yes
25784,phonefusion,venture,0.125,Mobile,operating,USA,Yes
25785,phoneguard,venture,2.72035,Public Relations,ipo,USA,Yes
25786,phoneguard,venture,2.1,Public Relations,ipo,USA,Yes
25787,phonezoo,venture,1.5,Curated Web|Databases|Mobile,operating,USA,Yes
25788,phonezoo,venture,0.56,Curated Web|Databases|Mobile,operating,USA,Yes
25789,phonologics,venture,0.2,Software,operating,USA,Yes
25790,phononic-devices,venture,44.5,Hardware + Software,operating,USA,Yes
25791,phononic-devices,venture,21.0,Hardware + Software,operating,USA,Yes
25792,phononic-devices,venture,2.0,Hardware + Software,operating,USA,Yes
25793,phononic-devices,venture,10.0,Hardware + Software,operating,USA,Yes
25794,phoodeez,venture,0.6,Events,operating,USA,Yes
25795,phorus,venture,2.0,Mobile,operating,USA,Yes
25796,phoseon-technology,venture,1.3,Semiconductors,operating,USA,Yes
25797,phoseon-technology,venture,6.4,Semiconductors,operating,USA,Yes
25798,photetica,venture,0.025,Biotechnology,operating,USA,Yes
25799,photobucket,venture,3.6,Curated Web|Image Recognition|Mobile|Photography|Software|Wireless,acquired,USA,Yes
25800,photobucket,venture,4.5,Curated Web|Image Recognition|Mobile|Photography|Software|Wireless,acquired,USA,Yes
25801,photobucket,venture,3.0,Curated Web|Image Recognition|Mobile|Photography|Software|Wireless,acquired,USA,Yes
25802,photobucket,venture,4.2,Curated Web|Image Recognition|Mobile|Photography|Software|Wireless,acquired,USA,Yes
25803,photobucket,venture,3.186432,Curated Web|Image Recognition|Mobile|Photography|Software|Wireless,acquired,USA,Yes
25804,photobucket,venture,10.5,Curated Web|Image Recognition|Mobile|Photography|Software|Wireless,acquired,USA,Yes
25805,photobucket,venture,10.0,Curated Web|Image Recognition|Mobile|Photography|Software|Wireless,acquired,USA,Yes
25806,photodigm,venture,1.481709,Semiconductors,operating,USA,Yes
25807,photolitec,venture,2.0,Health and Wellness,operating,USA,Yes
25808,photolitec,venture,0.63,Health and Wellness,operating,USA,Yes
25809,photomedex,venture,2.85725,Health Care,ipo,USA,Yes
25810,photometics,venture,1.73643,Health and Wellness,operating,USA,Yes
25811,photonicare,venture,0.25,Medical Devices,operating,USA,Yes
25812,photorocket,venture,1.348917,Photography,closed,USA,Yes
25813,photoshelter,venture,4.2,E-Commerce|Photography,operating,USA,Yes
25814,photosynth,venture,3.758095,Technology,operating,USA,Yes
25815,photothera,venture,30.5,Biotechnology,closed,USA,Yes
25816,photothera,venture,50.0,Biotechnology,closed,USA,Yes
25817,photoworks,venture,6.5,Curated Web|Photography|Photo Sharing,acquired,USA,Yes
25818,php-fog,venture,0.1,Apps|Cloud Computing|Enterprise Software|Web Hosting,acquired,USA,Yes
25819,php-fog,venture,8.0,Apps|Cloud Computing|Enterprise Software|Web Hosting,acquired,USA,Yes
25820,php-fog,venture,1.8,Apps|Cloud Computing|Enterprise Software|Web Hosting,acquired,USA,Yes
25821,phraxis,venture,1.5,Health Care,operating,USA,Yes
25822,phreesia,venture,10.25,Electronic Health Records|Health and Wellness|Software,operating,USA,Yes
25823,phreesia,venture,11.6,Electronic Health Records|Health and Wellness|Software,operating,USA,Yes
25824,phreesia,venture,4.8,Electronic Health Records|Health and Wellness|Software,operating,USA,Yes
25825,phreesia,venture,16.0,Electronic Health Records|Health and Wellness|Software,operating,USA,Yes
25826,phreesia,venture,30.0,Electronic Health Records|Health and Wellness|Software,operating,USA,Yes
25827,phthisis-diagnostics,venture,0.435,Biotechnology|Health Diagnostics|Medical,operating,USA,Yes
25828,phthisis-diagnostics,venture,0.45,Biotechnology|Health Diagnostics|Medical,operating,USA,Yes
25829,phthisis-diagnostics,venture,0.285,Biotechnology|Health Diagnostics|Medical,operating,USA,Yes
25830,phunware,venture,30.0,Android|Apps|iPhone|Mobile|Mobile Advertising,operating,USA,Yes
25831,phunware,venture,8.38,Android|Apps|iPhone|Mobile|Mobile Advertising,operating,USA,Yes
25832,phurnace-software,venture,5.0,Software,acquired,USA,Yes
25833,phurnace-software,venture,5.0,Software,acquired,USA,Yes
25834,phyflex-networks,venture,2.5,Web Hosting,acquired,USA,Yes
25835,phyflex-networks,venture,17.69,Web Hosting,acquired,USA,Yes
25836,phylogix-inc,venture,12.0,Biotechnology,operating,USA,Yes
25837,phylogy,venture,3.0,Web Hosting,closed,USA,Yes
25838,phylos,venture,25.0,Biotechnology,closed,USA,Yes
25839,phylos-bioscience,venture,0.25,Diagnostics|Health Care|Medical,operating,USA,Yes
25840,phynd-technology,venture,1.1,Software,operating,USA,Yes
25841,physcient,venture,1.9,Health and Wellness,operating,USA,Yes
25842,physcient,venture,0.300085,Health and Wellness,operating,USA,Yes
25843,physician-software-systems,venture,0.08,Education,operating,USA,Yes
25844,physicians-endoscopy,venture,1.25,Biotechnology,operating,USA,Yes
25845,physicians-interactive,venture,17.0,Advertising,operating,USA,Yes
25846,physicians-laboratories,venture,0.135,Biotechnology,operating,USA,Yes
25847,physicians-own-pharmacy,venture,0.473,Health Care,operating,USA,Yes
25848,physicians-reference-laboratory,venture,2.85,Health and Wellness,operating,USA,Yes
25849,physicians-surgery-center,venture,1.176,Health Care|Medical|Physicians,operating,USA,Yes
25850,physicians-surgery-center,venture,0.024,Health Care|Medical|Physicians,operating,USA,Yes
25851,physiosonics,venture,1.49883,Health Care,operating,USA,Yes
25852,physiosonics,venture,3.6,Health Care,operating,USA,Yes
25853,physiosonics,venture,2.0,Health Care,operating,USA,Yes
25854,physiowave,venture,3.960155,Health and Wellness,closed,USA,Yes
25855,physiq,venture,4.6,Health and Wellness|Health Care,operating,USA,Yes
25856,physware,venture,2.5,Enterprise Software,acquired,USA,Yes
25857,physware,venture,0.444,Enterprise Software,acquired,USA,Yes
25858,physware,venture,6.9,Enterprise Software,acquired,USA,Yes
25859,phytel,venture,5.0,Software,operating,USA,Yes
25860,phytel,venture,3.29816,Software,operating,USA,Yes
25861,phytel,venture,14.2,Software,operating,USA,Yes
25862,phytoceutica,venture,2.0,Biotechnology,operating,USA,Yes
25863,phytomedics,venture,9.0,Biotechnology|Manufacturing|Technology,operating,USA,Yes
25864,phytomedics,venture,7.5,Biotechnology|Manufacturing|Technology,operating,USA,Yes
25865,pi-coral,venture,13.6847,Technology,operating,USA,Yes
25866,pi-corporation,venture,9.4,Enterprise Software|Storage,acquired,USA,Yes
25867,piazzza,venture,8.0,Education,operating,USA,Yes
25868,piazzza,venture,6.0,Education,operating,USA,Yes
25869,pica8,venture,6.6,Software,operating,USA,Yes
25870,pica8,venture,12.5,Software,operating,USA,Yes
25871,picaboo,venture,2.601993,Photography,operating,USA,Yes
25872,picaboo,venture,1.7,Photography,operating,USA,Yes
25873,picaboo,venture,0.555988,Photography,operating,USA,Yes
25874,picaboo,venture,1.95,Photography,operating,USA,Yes
25875,picad-media,venture,2.915,Advertising|Publishing,acquired,USA,Yes
25876,picad-media,venture,1.0,Advertising|Publishing,acquired,USA,Yes
25877,picapp,venture,3.2,Blogging Platforms|Celebrity|Content|Creative|Curated Web|News|Photography|Postal and Courier Services|Sports,acquired,USA,Yes
25878,picarro,venture,7.0,Clean Technology,operating,USA,Yes
25879,picatcha,venture,2.278866,Software,operating,USA,Yes
25880,picatcha,venture,8.563477,Software,operating,USA,Yes
25881,picateers,venture,5.5,Curated Web|Education|Photography,closed,USA,Yes
25882,picateers,venture,6.6,Curated Web|Education|Photography,closed,USA,Yes
25883,piccing,venture,3.62,Advertising|E-Commerce|Shopping|Social Media Platforms,operating,USA,Yes
25884,pickspal,venture,4.0,Games|Sports,acquired,USA,Yes
25885,pickspal,venture,6.0,Games|Sports,acquired,USA,Yes
25886,pickspal,venture,3.0,Games|Sports,acquired,USA,Yes
25887,pickspal,venture,2.0,Games|Sports,acquired,USA,Yes
25888,pickwick-weller,venture,1.5,E-Commerce,operating,USA,Yes
25889,pickwick-weller,venture,2.0,E-Commerce,operating,USA,Yes
25890,pickwick-weller,venture,0.5,E-Commerce,operating,USA,Yes
25891,picmonic,venture,2.3,Consumer Internet|EdTech|Education|Technology,operating,USA,Yes
25892,picofemto,venture,2.21,Health Care,operating,USA,Yes
25893,picolight,venture,10.0,Web Hosting,acquired,USA,Yes
25894,picolight,venture,27.5,Web Hosting,acquired,USA,Yes
25895,picolight,venture,12.0,Web Hosting,acquired,USA,Yes
25896,picosense,venture,0.020682,Nanotechnology,operating,USA,Yes
25897,picospray,venture,1.0,Industrial,operating,USA,Yes
25898,picsart,venture,10.0,Mobile|Photo Editing|Photography|Social Network Media,operating,USA,Yes
25899,picsart,venture,15.0,Mobile|Photo Editing|Photography|Social Network Media,operating,USA,Yes
25900,pictage-inc,venture,3.0,Photography,operating,USA,Yes
25901,pictage-inc,venture,29.0,Photography,operating,USA,Yes
25902,pictela,venture,1.499999,Advertising,acquired,USA,Yes
25903,pictela,venture,1.25,Advertising,acquired,USA,Yes
25904,pictela,venture,0.499998,Advertising,acquired,USA,Yes
25905,pictureiq,venture,16.0,Software,closed,USA,Yes
25906,picturelife,venture,4.0,Software,operating,USA,Yes
25907,picwell,venture,4.018436,Internet,operating,USA,Yes
25908,piczo,venture,11.0,Social Media|Social Network Media|Teenagers,acquired,USA,Yes
25909,pie-digital,venture,4.0,Apps|Consumer Internet|Internet of Things|Mobile Software Tools|Networking,operating,USA,Yes
25910,pied-piper,venture,5.0,Cloud Computing|SaaS|Technology,operating,USA,Yes
25911,piedmont-bancorp,venture,8.31,Finance,operating,USA,Yes
25912,piedmont-pharmaceuticals,venture,8.5,Biotechnology,operating,USA,Yes
25913,piedmont-pharmaceuticals,venture,5.0,Biotechnology,operating,USA,Yes
25914,piedmont-stone-center,venture,0.0816,Health and Wellness,operating,USA,Yes
25915,pigeonly,venture,0.6,Curated Web,operating,USA,Yes
25916,pigeonly,venture,1.004999,Curated Web,operating,USA,Yes
25917,pillguard,venture,0.34,Delivery|Health Diagnostics|Medical,operating,USA,Yes
25918,pillow,venture,2.65,Hospitality|Marketplaces|Property Management|Real Estate,operating,USA,Yes
25919,pillpack,venture,3.5,Finance|FinTech|Health Care,operating,USA,Yes
25920,pillpack,venture,50.0,Finance|FinTech|Health Care,operating,USA,Yes
25921,pillpack,venture,8.75,Finance|FinTech|Health Care,operating,USA,Yes
25922,pilot-2,venture,0.78,Internet Infrastructure|Internet Service Providers,operating,USA,Yes
25923,pinc-solutions,venture,4.5,Public Transportation,operating,USA,Yes
25924,pinc-solutions,venture,12.672197,Public Transportation,operating,USA,Yes
25925,pinc-solutions,venture,5.585095,Public Transportation,operating,USA,Yes
25926,pinch-media,venture,0.560001,Advertising|Analytics|iPhone|Software,acquired,USA,Yes
25927,pindrop-security,venture,35.0,Audio|Customer Service|Fraud Detection|Mobile|Risk Management|Security,operating,USA,Yes
25928,pindrop-security,venture,11.0,Audio|Customer Service|Fraud Detection|Mobile|Risk Management|Security,operating,USA,Yes
25929,ping-identity-corporation,venture,44.0,Identity|Identity Management|Security,operating,USA,Yes
25930,ping-identity-corporation,venture,7.5,Identity|Identity Management|Security,operating,USA,Yes
25931,ping-identity-corporation,venture,21.0,Identity|Identity Management|Security,operating,USA,Yes
25932,ping-identity-corporation,venture,35.0,Identity|Identity Management|Security,operating,USA,Yes
25933,ping-identity-corporation,venture,5.8,Identity|Identity Management|Security,operating,USA,Yes
25934,ping-identity-corporation,venture,13.0,Identity|Identity Management|Security,operating,USA,Yes
25935,ping4,venture,3.881,Software,operating,USA,Yes
25936,ping4,venture,0.5297,Software,operating,USA,Yes
25937,ping4,venture,1.1,Software,operating,USA,Yes
25938,pinger,venture,8.0,Messaging,operating,USA,Yes
25939,pinger,venture,3.0,Messaging,operating,USA,Yes
25940,pinger,venture,7.5,Messaging,operating,USA,Yes
25941,pingg,venture,2.75,Curated Web|Event Management|Events,operating,USA,Yes
25942,pingmd,venture,0.4123,Health and Wellness,operating,USA,Yes
25943,pingmd,venture,0.4,Health and Wellness,operating,USA,Yes
25944,pingpad,venture,1.0,Internet|Professional Networking|Startups,operating,USA,Yes
25945,pingplot,venture,1.249999,Application Platforms|Apps,operating,USA,Yes
25946,pingthings,venture,1.0,Big Data Analytics|Energy|Energy IT|Energy Management|Internet of Things|Machine Learning|Predictive Analytics|Sensors|Smart Grid|Utilities,operating,USA,Yes
25947,pingup,venture,4.0,Curated Web|Mobile|Real Time|Social Media,operating,USA,Yes
25948,pinkberry,venture,27.5,Food Processing|Services|Specialty Foods,operating,USA,Yes
25949,pinnacle-biologics,venture,1.5,Biotechnology,operating,USA,Yes
25950,pinnacle-engines,venture,13.5,Clean Technology,closed,USA,Yes
25951,pinnacle-pharmaceuticals,venture,8.015002,Biotechnology,operating,USA,Yes
25952,pinnacle-spine,venture,0.25,Biotechnology,operating,USA,Yes
25953,pinnacle-transplant-technologies,venture,2.45,Medical Devices,operating,USA,Yes
25954,pinnaclecare,venture,8.17628,Health and Wellness,operating,USA,Yes
25955,pinnatta,venture,1.5,Entertainment|Messaging|Mobile|Social Media,operating,USA,Yes
25956,pinnatta,venture,1.2,Entertainment|Messaging|Mobile|Social Media,operating,USA,Yes
25957,pinoccio,venture,5.0,Bitcoin|Hardware + Software|Industrial|Internet of Things,operating,USA,Yes
25958,pinpoint-md,venture,1.27,Health and Wellness,operating,USA,Yes
25959,pinpoint-md,venture,1.607488,Health and Wellness,operating,USA,Yes
25960,pinpointcare,venture,11.0,Health and Wellness,operating,USA,Yes
25961,pinstripe,venture,3.0,Consulting,operating,USA,Yes
25962,pinta-biotherapeutics,venture,2.503048,Biotechnology|Health Care|Therapeutics,operating,USA,Yes
25963,pinta-biotherapeutics,venture,17.998555,Biotechnology|Health Care|Therapeutics,operating,USA,Yes
25964,pinta-biotherapeutics,venture,6.311156,Biotechnology|Health Care|Therapeutics,operating,USA,Yes
25965,pinta-biotherapeutics,venture,4.294,Biotechnology|Health Care|Therapeutics,operating,USA,Yes
25966,pinta-biotherapeutics,venture,1.005,Biotechnology|Health Care|Therapeutics,operating,USA,Yes
25967,pintail-technologies,venture,3.0,Software,operating,USA,Yes
25968,pintail-technologies,venture,7.0,Software,operating,USA,Yes
25969,pinterest,venture,367.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25970,pinterest,venture,200.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25971,pinterest,venture,10.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25972,pinterest,venture,186.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25973,pinterest,venture,200.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25974,pinterest,venture,225.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25975,pinterest,venture,27.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25976,pinterest,venture,100.0,Curated Web|Social Bookmarking|Social Media,operating,USA,Yes
25977,pintex-pharmaceuticals,venture,7.25,Pharmaceuticals,acquired,USA,Yes
25978,pinyon-technologies,venture,5.049,Mobile,operating,USA,Yes
25979,pinyon-technologies,venture,1.2,Mobile,operating,USA,Yes
25980,pinyon-technologies,venture,0.5,Mobile,operating,USA,Yes
25981,pionetics,venture,6.4,Clean Technology,operating,USA,Yes
25982,pipefy,venture,0.2,Computers|SaaS|Software,operating,USA,Yes
25983,pipeline-biomedical-holdings,venture,8.0,Biotechnology|Health Diagnostics,acquired,USA,Yes
25984,pipeline-micro,venture,7.0,Manufacturing,operating,USA,Yes
25985,pipeline-micro,venture,0.45045,Manufacturing,operating,USA,Yes
25986,pipelinedeals-com,venture,1.0,Android|Cloud Computing|CRM|Productivity Software|Sales and Marketing|Software,operating,USA,Yes
25987,pipelinefx,venture,0.293358,Software,operating,USA,Yes
25988,pipelinersales-corporation,venture,2.0,CRM|Direct Sales|SaaS|Sales and Marketing|Sales Automation|Small and Medium Businesses|Social CRM|Software,operating,USA,Yes
25989,pipelinerx,venture,5.0,Biotechnology,operating,USA,Yes
25990,pipelinerx,venture,9.1,Biotechnology,operating,USA,Yes
25991,pipelinerx,venture,0.515,Biotechnology,operating,USA,Yes
25992,piqora,venture,7.7,Content Discovery|E-Commerce|Mobile Advertising|Social Media Marketing,operating,USA,Yes
25993,piqqual,venture,1.0,Semiconductors,operating,USA,Yes
25994,piqqual,venture,1.0,Semiconductors,operating,USA,Yes
25995,pique-therapeutics,venture,0.5355,Biotechnology,operating,USA,Yes
25996,pirate-brands,venture,4.00007,E-Commerce,operating,USA,Yes
25997,pirate-brands,venture,4.944976,E-Commerce,operating,USA,Yes
25998,pirch,venture,42.0,Consumer Goods,operating,USA,Yes
25999,pirq,venture,2.0,Mobile,operating,USA,Yes
26000,pirq,venture,1.2,Mobile,operating,USA,Yes
26001,pisociety,venture,0.0116,E-Commerce,operating,USA,Yes
26002,pisociety,venture,0.2,E-Commerce,operating,USA,Yes
26003,piston-cloud-computing,venture,6.4,Cloud Computing|Cloud Management|IaaS|Open Source|Software,acquired,USA,Yes
26004,piston-cloud-computing,venture,6.4,Cloud Computing|Cloud Management|IaaS|Open Source|Software,acquired,USA,Yes
26005,piston-cloud-computing,venture,4.5,Cloud Computing|Cloud Management|IaaS|Open Source|Software,acquired,USA,Yes
26006,piston-cloud-computing,venture,8.0,Cloud Computing|Cloud Management|IaaS|Open Source|Software,acquired,USA,Yes
26007,pitchbook-data,venture,3.8,Analytics|Finance|SaaS|Venture Capital,operating,USA,Yes
26008,pivia-software-inc,venture,9.0,Information Technology|Services|Software,operating,USA,Yes
26009,pivia-software-inc,venture,11.1,Information Technology|Services|Software,operating,USA,Yes
26010,pivot,venture,5.0,Financial Services|Messaging|Price Comparison|Trading,acquired,USA,Yes
26011,pivot,venture,8.0,Financial Services|Messaging|Price Comparison|Trading,acquired,USA,Yes
